,MMI_AA,MMI_AC,MMI_AG,MMI_AT,MMI_CC,MMI_CG,MMI_CT,MMI_GG,MMI_GT,MMI_TT,MMI_AAA,MMI_AAC,MMI_AAG,MMI_AAT,MMI_ACC,MMI_ACG,MMI_ACT,MMI_AGG,MMI_AGT,MMI_ATT,MMI_CCC,MMI_CCG,MMI_CCT,MMI_CGG,MMI_CGT,MMI_CTT,MMI_GGG,MMI_GGT,MMI_GTT,MMI_TTT,essentiality_status
0,0.033054331955079494,0.27107534192012206,0.1654834787720091,0.051340236096845016,-0.011224166721391851,0.2759336135486257,0.12209474667982695,-0.018394682312877823,0.2200663023591435,0.06100157898596768,0.04587959427255294,0.11436213215447166,0.05140474239985358,0.02295726520558675,-0.13890382995013653,-0.03159482464453871,0.105112217252718,-0.08234656336845807,0.1389889446880169,0.053474001715551285,-0.036945046512178094,0.10553516529918254,-0.029509478746309156,-0.6972473780184675,-0.23695198620891772,-0.07767445436917528,-0.3102527341078935,0.07487753617981718,0.0746615720450353,0.06282171792034123,0
1,0.012626423970257351,0.1795113503046806,0.2579344871002739,0.11377434557305166,0.00020248823756754755,0.2321512514572054,0.19207550509416918,-0.01773541241784739,0.1696216316657964,0.026129218949653643,-0.00938435144654597,0.047191386203683634,0.07440621265481931,0.01758604505255088,-0.14356006627196208,-0.16965207117994893,0.00928064127029812,-0.4009211577208193,-0.02456954755976011,0.011305473121907527,-0.09894516199049948,0.06533742693306337,0.054853308682048685,-0.22157292534560108,-0.2548837740708075,-0.5674016486335883,-0.22830408287541218,0.02649024029039981,0.19953326739873337,0.052603480615711504,1
2,0.02556210611455937,0.13931016667856952,0.13962608903769072,0.06893110804800694,-0.017081788988929848,0.3248304547254389,0.09521247410456025,-0.0377974405415181,0.25489352451693986,0.007570687724843177,0.05213703565485238,0.0007147473041486304,0.014185296604405184,0.02160697909335957,0.07783522315636933,0.009824071450097413,0.03249934204254811,0.02235618003002082,0.11299629474039323,0.06537225250292443,-0.04218043179555095,0.10991346969226874,-0.011075009288269861,-0.7668246538626372,0.021731239110373703,-0.13057158217074832,-0.23266591395307928,0.23722292590829122,-0.11427228897288828,0.056867090306780964,1
3,0.02715823489081429,0.19549817704154113,0.2408394144621645,0.1165249551843375,-0.008138721157018365,0.42049379592360697,0.19312046401503702,-0.04067080538036002,0.29986632060784,0.020300081957166132,-0.025250188257693314,0.017278182958476322,0.017231079432972096,0.0055584155110408266,0.040556037518066815,0.049521111069053804,0.05993400587434368,0.011710154316357732,0.14613763663264656,0.0396878097759445,-0.11680355835659118,0.1650219396352051,0.05293158290742649,-0.6013545288383368,-0.015029775543287773,-0.21352129454317714,-0.18144306643303149,0.1334053814784514,0.2102472981442261,0.07233762370948564,1
4,0.022494996215262117,0.15224265586605687,0.11585356290256833,0.12386491424549219,-0.007875624543988956,0.3768566284268805,0.11124997067846308,-0.028011669314905487,0.29080883557869314,-0.004814315097325237,0.01314332416220585,0.006710190898457629,0.0024960654681035737,-0.010996378850502283,0.11002642755806485,0.13083175310003753,0.03541570793055252,0.12464220401717713,0.06738167470755452,0.004976353674435774,-0.0562145154111554,0.1311503722747987,-0.0380356704876141,-0.38051746599597763,-0.2048596942253096,-0.5151312162664723,-0.0651483619774281,0.2894103774986533,0.2945339898460793,0.09005789513013637,0
5,-0.0018978526658595051,0.2668127732259119,0.17152080715616705,0.1218243388564953,-0.0315709371861479,0.2528941076878531,0.1218271265564869,0.002582205382745572,0.1405987340405638,0.010140192526411181,0.022485800450827844,0.175355613007322,0.02436966688379709,0.04211905299614239,-0.2266765800911223,-0.27731013111304204,-0.10223215361333005,0.12950951258771223,-0.0037633201800298098,0.16015112111415847,0.020596693008490638,0.030572507404563482,-0.13717301411608862,-0.15970240558463547,-0.2576947250981499,-0.6309608043671517,-0.012402067231405984,0.04279884176656797,0.2254986694589275,0.08395732128414156,0
6,-0.00020997820917376545,0.18493500945807237,0.04300556145290195,0.08535413001524508,-0.018383264655649528,0.1537702969094306,0.09105757319149184,0.002843012086287617,0.1843325337415581,-0.013896178204272192,0.04533082455786691,0.055837826389326994,-0.021188871946453285,0.0040401897237653285,-0.09362845869312848,0.07847575187444972,-0.014754511258763767,0.042703459798513525,0.03274181816971049,-0.04309288742834795,0.010335383242466268,0.027964042827728144,-0.06308152421024059,-0.18532241390882614,-0.23767801961662924,-0.35228375977368276,-0.011720104618830504,0.19417070508003298,-0.779101518161621,-0.005544986164770739,0
7,-0.010166223522852192,0.2813043465269506,0.10424829495142601,0.18640963121763962,-0.03743981912810399,0.3416383476228282,0.19032270016192882,-0.0008105188941284712,0.3132594029057772,-0.004720551883709699,0.14474911139757857,-0.016321116856130496,-0.007402299644741737,-0.1460892823318994,-0.3162992331702945,0.15601152373358476,-0.07283464466471595,0.12460910927115851,0.09706189820375953,-0.010630306497956578,-0.36523359442618736,0.056065943154857315,-0.20629044814790964,-0.26386897962247785,-0.13076023745477297,-0.25228768267186114,-0.03300357825679177,0.1887464660488512,-0.2420621491652126,0.02255045155246096,0
8,0.013266941769463638,0.3818048046672687,0.1856021681148845,0.1389684842093707,-0.010000321827813458,0.29744644569198386,0.16593488086281716,0.002906931356479199,0.23215439370207525,0.04834923550518024,0.04857141163142571,0.14031160750705454,0.03648953059424596,-0.008567541848819644,0.07745019786216036,-0.11404281964127425,-0.42428923608127916,-0.0199419050017155,-0.08408225459066321,0.15074788118564653,-0.09243971540117245,0.06686609699402954,0.035538315149719835,-0.1626307705423928,-0.012348008069606791,-0.5694673718834887,0.0005760053967995574,0.06875925608188843,-0.032329492781286454,0.06574035820784334,0
9,0.03794051462930709,0.2973152658626132,0.06153102995295361,0.08481210613607097,-0.024427275303360012,0.3810486382797236,0.11691129402817974,0.003718319262813053,0.25213039691832495,0.017980187472404544,0.05964631193712976,0.07448752286550323,0.06614759113448196,-0.014097071705154809,0.0648461529368663,0.21933182609360927,0.07501779768854755,0.08376967130727943,0.034120602032513415,0.0848291268143646,-0.052323417202056015,0.16917029317464033,0.016969746121274408,-0.5556607814056921,-0.16569103203032018,-0.3605310200559292,-0.07775321999964489,0.2303547752493445,0.1543464808542886,0.0897054551105351,0
