,Kmer_AAA,Kmer_AAC,Kmer_AAG,Kmer_AAT,Kmer_ACA,Kmer_ACC,Kmer_ACG,Kmer_ACT,Kmer_AGA,Kmer_AGC,Kmer_AGG,Kmer_AGT,Kmer_ATA,Kmer_ATC,Kmer_ATG,Kmer_ATT,Kmer_CAA,Kmer_CAC,Kmer_CAG,Kmer_CAT,Kmer_CCA,Kmer_CCC,Kmer_CCG,Kmer_CCT,Kmer_CGA,Kmer_CGC,Kmer_CGG,Kmer_CGT,Kmer_CTA,Kmer_CTC,Kmer_CTG,Kmer_CTT,Kmer_GAA,Kmer_GAC,Kmer_GAG,Kmer_GAT,Kmer_GCA,Kmer_GCC,Kmer_GCG,Kmer_GCT,Kmer_GGA,Kmer_GGC,Kmer_GGG,Kmer_GGT,Kmer_GTA,Kmer_GTC,Kmer_GTG,Kmer_GTT,Kmer_TAA,Kmer_TAC,Kmer_TAG,Kmer_TAT,Kmer_TCA,Kmer_TCC,Kmer_TCG,Kmer_TCT,Kmer_TGA,Kmer_TGC,Kmer_TGG,Kmer_TGT,Kmer_TTA,Kmer_TTC,Kmer_TTG,Kmer_TTT,essentiality_status
0,0.21213827812985794,0.15072982919753056,0.08373879399862817,0.07815620773205316,0.17306017426383136,0.13956465666438053,0.07815620773205316,0.10048655279835396,0.111651725331504,0.12281689786465474,0.11723431159807973,0.07257362146547741,0.10048655279835396,0.07257362146547741,0.08932138026520318,0.06699103519890239,0.10606913906492897,0.16747758799725634,0.23446862319615946,0.0949039665317782,0.12281689786465474,0.11723431159807973,0.18980793306355714,0.08373879399862817,0.11723431159807973,0.15631241546410632,0.13398207039780477,0.07815620773205316,0.016747758799725048,0.03907810386602658,0.25121638199588453,0.10048655279835396,0.15072982919753056,0.111651725331504,0.06699103519890239,0.10048655279835396,0.17306017426383136,0.18422534679698213,0.16189500173068133,0.12839948413122976,0.10606913906492897,0.16747758799725634,0.03349551759945083,0.10606913906492897,0.03907810386602658,0.07815620773205316,0.10606913906492897,0.15631241546410632,0.06140844893232737,0.06140844893232737,0.03907810386602658,0.05582586266575163,0.13398207039780477,0.07257362146547741,0.05582586266575163,0.0949039665317782,0.0949039665317782,0.20097310559670792,0.12839948413122976,0.11723431159807973,0.06140844893232737,0.16747758799725634,0.0949039665317782,0.21772086439643368,0
1,0.13016409392194261,0.11063947983365113,0.20175434557901156,0.07809845635316585,0.10413127513755423,0.1561969127063317,0.10413127513755423,0.07809845635316585,0.11063947983365113,0.1561969127063317,0.12365588922584571,0.08460666104926276,0.09762307044145732,0.13667229861804026,0.13667229861804026,0.09111486574535968,0.11714768452974879,0.09111486574535968,0.14318050331413715,0.14968870801023482,0.14318050331413715,0.09111486574535968,0.18873793618681772,0.09111486574535968,0.12365588922584571,0.13667229861804026,0.14968870801023482,0.08460666104926276,0.04555743287267984,0.06508204696097131,0.2082625502751092,0.13667229861804026,0.21477075497120612,0.17572152679462316,0.11063947983365113,0.10413127513755423,0.14968870801023482,0.14968870801023482,0.13016409392194261,0.12365588922584571,0.17572152679462316,0.08460666104926276,0.04555743287267984,0.11714768452974879,0.0715902516570682,0.07809845635316585,0.09762307044145732,0.08460666104926276,0.06508204696097131,0.06508204696097131,0.019524614088291464,0.12365588922584571,0.10413127513755423,0.11714768452974879,0.0715902516570682,0.16270511740242863,0.19524614088291464,0.17572152679462316,0.10413127513755423,0.04555743287267984,0.058573842264874394,0.17572152679462316,0.07809845635316585,0.16270511740242863,1
2,0.13591245526956827,0.07361924660434925,0.11892339836087225,0.06795622763478414,0.06229320866521832,0.09627132248261039,0.13024943630000246,0.050967170726088105,0.09627132248261039,0.13024943630000246,0.10759736042174131,0.07361924660434925,0.07361924660434925,0.050967170726088105,0.15856453114782942,0.050967170726088105,0.06229320866521832,0.07928226557391435,0.16989056908696035,0.10759736042174131,0.03397811381739207,0.07361924660434925,0.1982056639347873,0.07928226557391435,0.09627132248261039,0.18121660702609127,0.24917283466087545,0.11326037939130643,0.016989056908696034,0.04530415175652229,0.22652075878261357,0.06795622763478414,0.16989056908696035,0.11326037939130643,0.09627132248261039,0.08494528454348017,0.22652075878261357,0.12458641733043735,0.26049887260000565,0.1529015121782643,0.1415754742391334,0.20953170187391754,0.06229320866521832,0.15856453114782942,0.07361924660434925,0.10193434145217621,0.18687962599565638,0.11892339836087225,0.028315094847826256,0.07361924660434925,0.022652075878261145,0.06795622763478414,0.09627132248261039,0.09060830351304527,0.050967170726088105,0.07361924660434925,0.13591245526956827,0.2435098156913096,0.1529015121782643,0.13591245526956827,0.028315094847826256,0.11326037939130643,0.09627132248261039,0.11892339836087225,1
3,0.08053197963434564,0.08858517759778019,0.13690436537838832,0.07247878167091107,0.07247878167091107,0.10469157352464932,0.10469157352464932,0.07650538065262835,0.07247878167091107,0.12482456843323647,0.12482456843323647,0.06442558370747652,0.07247878167091107,0.10066497454293205,0.1409309643601056,0.08053197963434564,0.08858517759778019,0.09663837556121475,0.16509055825040928,0.09261177657949748,0.11677137046980189,0.10066497454293205,0.2053565480675821,0.11677137046980189,0.14495756334182286,0.23354274093960378,0.12079796945151917,0.12079796945151917,0.03221279185373826,0.08858517759778019,0.2053565480675821,0.10066497454293205,0.18925015214071297,0.12482456843323647,0.06845218268919379,0.132877766396671,0.12885116741495375,0.19730335010414754,0.24562253788475563,0.15703736028697474,0.13690436537838832,0.1811969541772784,0.08053197963434564,0.11274477148808462,0.036239390835455534,0.07247878167091107,0.19327675112243026,0.09261177657949748,0.02415959389030369,0.04831918778060738,0.01610639592686913,0.09261177657949748,0.12482456843323647,0.13690436537838832,0.06442558370747652,0.07650538065262835,0.161063959268692,0.18925015214071297,0.1852235531589957,0.09663837556121475,0.04026598981717282,0.1409309643601056,0.09261177657949748,0.13690436537838832,1
4,0.06878093150673813,0.08941521095875991,0.0962933041094334,0.048146652054716355,0.07565902465741162,0.07565902465741162,0.110049490410781,0.06878093150673813,0.06190283835606399,0.08941521095875991,0.11692758356145518,0.03439046575336873,0.07565902465741162,0.041268558904042886,0.15819614246549807,0.06190283835606399,0.041268558904042886,0.06878093150673813,0.1306837698628028,0.12380567671212864,0.0962933041094334,0.10317139726010754,0.2269770739722362,0.06190283835606399,0.10317139726010754,0.1857085150681933,0.2063427945202151,0.08941521095875991,0.0206342794520211,0.041268558904042886,0.27512372602695323,0.0962933041094334,0.17195232876684569,0.0962933041094334,0.03439046575336873,0.08941521095875991,0.13756186301347625,0.2544894465749321,0.22009898082156273,0.2132208876708886,0.08941521095875991,0.247611353424258,0.1513180493148239,0.1513180493148239,0.07565902465741162,0.06878093150673813,0.19258660821886744,0.03439046575336873,0.0206342794520211,0.07565902465741162,0.041268558904042886,0.06878093150673813,0.0550247452053905,0.0550247452053905,0.02751237260269525,0.08941521095875991,0.14443995616415042,0.3026360986296485,0.1650742356161722,0.0962933041094334,0.03439046575336873,0.07565902465741162,0.08253711780808577,0.08941521095875991,0
5,0.20279553634411382,0.12768607843888655,0.12768607843888655,0.08262040369574974,0.232839319506205,0.07510945790522729,0.12768607843888655,0.05257662053365854,0.17275175318202263,0.15772986160097704,0.11266418685784094,0.045065674743136094,0.15021891581045457,0.1201751326483634,0.12768607843888655,0.05257662053365854,0.09764229527679534,0.11266418685784094,0.2779049942493411,0.14270797001993213,0.07510945790522729,0.05257662053365854,0.11266418685784094,0.030043783162090495,0.09013134948627288,0.12768607843888655,0.17275175318202263,0.06759851211470413,0.022532837371568047,0.045065674743136094,0.18777364476306824,0.09013134948627288,0.17275175318202263,0.15772986160097704,0.06759851211470413,0.15772986160097704,0.22532837371568187,0.11266418685784094,0.15772986160097704,0.16524080739150018,0.16524080739150018,0.20279553634411382,0.16524080739150018,0.08262040369574974,0.05257662053365854,0.022532837371568047,0.14270797001993213,0.022532837371568047,0.07510945790522729,0.09013134948627288,0.015021891581044895,0.0600875663241817,0.09764229527679534,0.030043783162090495,0.0600875663241817,0.09764229527679534,0.12768607843888655,0.17275175318202263,0.16524080739150018,0.045065674743136094,0.015021891581044895,0.09764229527679534,0.05257662053365854,0.11266418685784094,0
6,0.10579773029567821,0.12343068534495778,0.03526591009855917,0.052898865147838765,0.15869659544351697,0.12343068534495778,0.07053182019711834,0.09698125277103842,0.06171534267247856,0.08816477524639861,0.08816477524639861,0.017632955049279586,0.10579773029567821,0.09698125277103842,0.16751307296815743,0.07053182019711834,0.10579773029567821,0.12343068534495778,0.17632955049279722,0.16751307296815743,0.08816477524639861,0.09698125277103842,0.1322471628695976,0.06171534267247856,0.052898865147838765,0.11461420782031799,0.2027789830667166,0.04408238762319897,0.017632955049279586,0.026449432573919383,0.36147557851023426,0.052898865147838765,0.06171534267247856,0.10579773029567821,0.04408238762319897,0.15869659544351697,0.2380448931652758,0.11461420782031799,0.15869659544351697,0.2027789830667166,0.14106364039423738,0.22922841564063598,0.16751307296815743,0.09698125277103842,0.04408238762319897,0.08816477524639861,0.1322471628695976,0.06171534267247856,0.04408238762319897,0.09698125277103842,0.0,0.052898865147838765,0.08816477524639861,0.04408238762319897,0.052898865147838765,0.09698125277103842,0.12343068534495778,0.28212728078847543,0.17632955049279722,0.16751307296815743,0.026449432573919383,0.07053182019711834,0.08816477524639861,0.03526591009855917,0
7,0.054962664786498264,0.04580222065541545,0.06412310891758108,0.03664177652433195,0.0916044413108309,0.0824439971797474,0.06412310891758108,0.01832088826216563,0.06412310891758108,0.12824621783516285,0.11908577370408004,0.027481332393249132,0.07328355304866459,0.13740666196624635,0.12824621783516285,0.11908577370408004,0.07328355304866459,0.0824439971797474,0.21985065914599378,0.1740484384905783,0.0916044413108309,0.01832088826216563,0.10992532957299653,0.07328355304866459,0.03664177652433195,0.16488799435949547,0.155727550228412,0.07328355304866459,0.027481332393249132,0.009160444131082815,0.293134212194659,0.0916044413108309,0.054962664786498264,0.054962664786498264,0.04580222065541545,0.11908577370408004,0.19236932675274462,0.14656710609732918,0.1832088826216618,0.21985065914599378,0.06412310891758108,0.2656528798014092,0.1740484384905783,0.16488799435949547,0.0824439971797474,0.10076488544191371,0.16488799435949547,0.10992532957299653,0.01832088826216563,0.07328355304866459,0.01832088826216563,0.11908577370408004,0.1740484384905783,0.04580222065541545,0.07328355304866459,0.10992532957299653,0.10992532957299653,0.1832088826216618,0.21985065914599378,0.19236932675274462,0.04580222065541545,0.155727550228412,0.11908577370408004,0.12824621783516285,0
8,0.17084442413752746,0.14113235037447905,0.11884829505219292,0.08170820284838222,0.20055649790057586,0.13370433193371675,0.13370433193371675,0.09656423972990678,0.08170820284838222,0.1559883872560029,0.09656423972990678,0.06685216596685838,0.0891362212891445,0.10399225817066833,0.1634164056967652,0.0519961290853338,0.18570046101905127,0.11884829505219292,0.1634164056967652,0.19312847945981357,0.18570046101905127,0.11884829505219292,0.1634164056967652,0.11142027661143063,0.11142027661143063,0.14856036881524134,0.11142027661143063,0.08170820284838222,0.0519961290853338,0.07428018440762067,0.13370433193371675,0.178272442578289,0.13370433193371675,0.14856036881524134,0.07428018440762067,0.06685216596685838,0.14113235037447905,0.25255262698590963,0.10399225817066833,0.12627631349295446,0.11884829505219292,0.1634164056967652,0.11142027661143063,0.05942414752609608,0.09656423972990678,0.04456811064457225,0.0891362212891445,0.0891362212891445,0.022284055322286125,0.1559883872560029,0.0519961290853338,0.05942414752609608,0.13370433193371675,0.07428018440762067,0.0519961290853338,0.10399225817066833,0.11142027661143063,0.1559883872560029,0.13370433193371675,0.11142027661143063,0.0519961290853338,0.14113235037447905,0.12627631349295446,0.14856036881524134,0
9,0.16305262961007752,0.11245008938626037,0.05622504469312984,0.05060254022381713,0.1405626117328253,0.1518076206714514,0.11807259385557307,0.03373502681587763,0.05060254022381713,0.08433756703969476,0.07309255810106866,0.03935753128519103,0.05060254022381713,0.07871506257038206,0.1405626117328253,0.05622504469312984,0.10682758491694698,0.1349401072635119,0.16305262961007752,0.16305262961007752,0.10682758491694698,0.1349401072635119,0.2530127011190857,0.07309255810106866,0.061847549162442554,0.23052268324183345,0.24176769218045957,0.10120508044763427,0.011245008938625418,0.05622504469312984,0.21365516983389465,0.05622504469312984,0.10120508044763427,0.1405626117328253,0.016867513407938815,0.06747005363175596,0.22490017877252075,0.21365516983389465,0.1911651519566424,0.1405626117328253,0.11807259385557307,0.2867477279349633,0.1349401072635119,0.10120508044763427,0.05622504469312984,0.08996007150900816,0.1349401072635119,0.061847549162442554,0.011245008938625418,0.05622504469312984,0.016867513407938815,0.04498003575450373,0.09558257597832087,0.06747005363175596,0.07309255810106866,0.08996007150900816,0.09558257597832087,0.16867513407939022,0.1911651519566424,0.09558257597832087,0.011245008938625418,0.10120508044763427,0.061847549162442554,0.11807259385557307,0
