,DACC_Twist.lag1,DACC_Twist.lag2,DACC_Twist.lag3,DACC_Tilt.lag1,DACC_Tilt.lag2,DACC_Tilt.lag3,DACC_Roll.lag1,DACC_Roll.lag2,DACC_Roll.lag3,DACC_Shift.lag1,DACC_Shift.lag2,DACC_Shift.lag3,DACC_Slide.lag1,DACC_Slide.lag2,DACC_Slide.lag3,DACC_Rise.lag1,DACC_Rise.lag2,DACC_Rise.lag3,essentiality_status
0,-0.4172699033060316,-0.010063339247464078,0.07441206408875393,-0.24652788612855805,-0.06228039734373717,0.05735012951915056,-0.5692561169524462,-0.07918830209900257,0.09075128751675669,0.06536505776156984,-0.028717149953716534,0.04438799382269427,-0.3213280305939687,0.010051412847840162,0.005871370297652219,-0.5286419088278926,-0.10645048775533354,0.11178401962892336,0
1,-0.4006453887705662,-0.06439876168033751,0.049388177442819044,-0.2379547129434575,-0.0352339804593892,0.04440750805040803,-0.541121612552145,-0.025822620858604962,0.04605138559235113,0.0843965746352057,-0.023661560954550992,0.006644915939256668,-0.38708842762995477,0.015728287396234247,0.00848638745859746,-0.55281406138268,-0.07364094246303889,0.09247057493014786,1
2,-0.3878930533165232,0.06389601817515708,-0.002807576019970457,-0.22616564026234454,0.04521792928202358,-0.006492194566601522,-0.6059113957110644,0.05661658086005674,0.03703201958296764,0.0633058866186322,0.031865402139499885,-0.015344504539268156,-0.3044036964720811,0.061822046160355304,-0.020594656775690407,-0.561367733741683,0.03218535543831177,0.0465770716992647,1
3,-0.3863738393235771,0.05127363919521943,-0.04846259287870637,-0.229019545747887,0.01784283540143594,-0.03896066724561036,-0.6087489043824234,0.057411328470307894,-0.03155569510388558,0.04861669565647771,0.008145762886529745,-0.0018954980162642656,-0.30472981155797113,-0.006225826383200115,-0.009653064913627659,-0.5659588128569593,0.019480496062662667,-0.02167362024233012,1
4,-0.40158093672875345,0.05858037160382784,0.02307445664392436,-0.23385760666163768,0.004805641993475287,-0.02124580075856671,-0.6084703791702634,-0.030360744859831545,0.08505156955042639,0.025194173523449683,0.002365334763911889,-0.021371758229764087,-0.31236626737006346,0.024345205282210295,-0.006802546021171622,-0.5448050404382073,-0.026430748866544597,0.06628119822599107,0
5,-0.45009463264468963,0.08371048902403497,0.010272262554420044,-0.2250092042718343,0.006663834142538459,0.0024408574046613373,-0.5576002920622434,0.051573698579434564,-0.016434679008342615,0.0867755607212741,-0.02533364940756843,-0.050077927649651105,-0.3585025486437536,0.0785725477365849,-0.023801220909236392,-0.5288137726255304,-0.00024314366574296125,0.013654395073589107,0
6,-0.44246516834654953,0.058596903214450324,-0.0009049011289715366,-0.24269557430903427,0.04180079645571863,-0.019875725352102146,-0.5738301029556513,-0.009036815636009636,0.048703130664347956,-0.013667601131210023,0.03463592792549348,-0.02034403473608681,-0.3526081984190486,0.04194480074821529,0.04414844578226044,-0.5233317936817616,-0.045133815694814984,0.047512826549180945,0
7,-0.4399024726488251,0.036180819252346494,0.06325981347904094,-0.2482088692279172,-0.046238882500122945,-0.008172143531932394,-0.5625389018007111,-0.040845508528499636,0.0869474700646031,0.006198154020505652,-0.020301012556261024,-0.06302833327480034,-0.359167532695612,0.036439439161523986,0.04654923287389848,-0.5064057360025089,-0.08372840915780762,0.10633883788791167,0
8,-0.45379024952289704,0.08316838943845556,-0.013680726034791833,-0.2480269994656513,0.06159206197732596,0.030056002047862705,-0.5413990811248436,0.008237362870561154,0.00792197971676091,0.05587411035275718,0.08867248209818679,0.06523330481894705,-0.3552190751289895,0.05675728078747113,-0.03476604722941091,-0.5301848822044736,-0.00033812073763204195,0.02377940513840266,0
9,-0.42389215785511764,0.0767749801258004,-0.02488938350599889,-0.2405258669740031,0.03875109126522433,-0.011650133320360006,-0.602901363669636,-0.0056845117059197365,0.03810423229713822,0.060495688358825565,0.048140905319310624,0.010225653833964982,-0.29272027755902164,0.05911959312205076,-0.047129812723344794,-0.5366560225179532,-0.03221130014849137,0.053071591150564194,0
10,-0.3962609671590233,0.016434384582261593,-0.062359766840574704,-0.2088369203957659,0.017403013872840527,-0.10319377672642993,-0.5883301731499883,0.1140031240496707,-0.11520290936647765,0.09424549265866092,0.008416118137907456,-0.056118891526585044,-0.33569152303733313,0.03254957510273057,-0.0169285709529309,-0.5314669042605331,0.049914130243353685,-0.027698496912513765,0
11,-0.3688111823869317,-0.042494971207199375,0.018310292107947865,-0.2369665848112116,-0.020572067370271625,-0.013604190144628549,-0.5886624867116876,-0.09689275609744585,0.14277300811427526,0.04628528837924788,0.007949074596297082,-0.026039609653105176,-0.2927000935665098,-0.01946938715128389,0.0699917986557317,-0.5547092308882543,-0.08582008858763791,0.14098817578862413,1
12,-0.39853035312201707,0.0058686401428654595,0.04567537215748362,-0.24757588042490095,0.029709968146367022,0.001497935270724675,-0.6008638770397174,0.047972609443822846,-0.004404354178717925,0.05261236201677373,-0.0074183677989412035,-0.033842677296321906,-0.3155033741576871,0.04324839737980232,-0.02558005123788534,-0.5520582631960863,0.01746651408876509,0.04906118086950385,1
13,-0.43638844386199427,0.03322411700763722,0.029333234224933776,-0.2636181757600864,0.0009988708826362397,-0.012353882926985176,-0.5571836391775081,-0.0360214945463463,0.030539800499929128,0.025725989373437737,-0.030853278638802634,-0.007768507274812117,-0.37394806837092404,0.013165027501376658,0.04202572285617728,-0.5272640359353207,-0.0387129403535192,0.04808386347020884,0
