,PseKNC_AAA,PseKNC_AAC,PseKNC_AAG,PseKNC_AAT,PseKNC_ACA,PseKNC_ACC,PseKNC_ACG,PseKNC_ACT,PseKNC_AGA,PseKNC_AGC,PseKNC_AGG,PseKNC_AGT,PseKNC_ATA,PseKNC_ATC,PseKNC_ATG,PseKNC_ATT,PseKNC_CAA,PseKNC_CAC,PseKNC_CAG,PseKNC_CAT,PseKNC_CCA,PseKNC_CCC,PseKNC_CCG,PseKNC_CCT,PseKNC_CGA,PseKNC_CGC,PseKNC_CGG,PseKNC_CGT,PseKNC_CTA,PseKNC_CTC,PseKNC_CTG,PseKNC_CTT,PseKNC_GAA,PseKNC_GAC,PseKNC_GAG,PseKNC_GAT,PseKNC_GCA,PseKNC_GCC,PseKNC_GCG,PseKNC_GCT,PseKNC_GGA,PseKNC_GGC,PseKNC_GGG,PseKNC_GGT,PseKNC_GTA,PseKNC_GTC,PseKNC_GTG,PseKNC_GTT,PseKNC_TAA,PseKNC_TAC,PseKNC_TAG,PseKNC_TAT,PseKNC_TCA,PseKNC_TCC,PseKNC_TCG,PseKNC_TCT,PseKNC_TGA,PseKNC_TGC,PseKNC_TGG,PseKNC_TGT,PseKNC_TTA,PseKNC_TTC,PseKNC_TTG,PseKNC_TTT,PseKNC_lamada_1,PseKNC_lamada_2,PseKNC_lamada_3,essentiality_status
0,0.13289084271040963,0.09442244087318588,0.052456911596214434,0.04895978415646677,0.10841095063217654,0.08742818599369052,0.04895978415646677,0.06294829391545685,0.0699425487949522,0.07693680367444752,0.07343967623469985,0.045462656716719105,0.06294829391545685,0.045462656716719105,0.05595403903596211,0.04196552927697143,0.06644542135520452,0.10491382319242887,0.14687935246940031,0.05945116647570978,0.07693680367444752,0.07343967623469985,0.11890233295141955,0.052456911596214434,0.07343967623469985,0.09791956831293354,0.08393105855394287,0.04895978415646677,0.010491382319242414,0.024479892078233086,0.1573707347886433,0.06294829391545685,0.09442244087318588,0.0699425487949522,0.04196552927697143,0.06294829391545685,0.10841095063217654,0.11540520551167187,0.10141669575268121,0.0804339311141952,0.06644542135520452,0.10491382319242887,0.020982764638485422,0.06644542135520452,0.024479892078233086,0.04895978415646677,0.06644542135520452,0.09791956831293354,0.03846840183722376,0.03846840183722376,0.024479892078233086,0.0349712743974761,0.08393105855394287,0.045462656716719105,0.0349712743974761,0.05945116647570978,0.05945116647570978,0.12589658783091429,0.0804339311141952,0.07343967623469985,0.03846840183722376,0.10491382319242887,0.05945116647570978,0.1363879701501573,0.5339066962417417,0.42223008525575023,0.3797954488006804,0
1,0.08109036980371728,0.06892681433315995,0.12569007319576253,0.04865422188223061,0.06487229584297395,0.09730844376446122,0.06487229584297395,0.04865422188223061,0.06892681433315995,0.09730844376446122,0.07703585131353191,0.052708740372416,0.06081777735278797,0.08514488829390328,0.08514488829390328,0.05676325886260198,0.07298133282334593,0.05676325886260198,0.08919940678408926,0.09325392527427524,0.08919940678408926,0.05676325886260198,0.11758103621539055,0.05676325886260198,0.07703585131353191,0.08514488829390328,0.09325392527427524,0.052708740372416,0.02838162943130069,0.04054518490185864,0.1297445916859485,0.08514488829390328,0.13379911017613388,0.10947199923501859,0.06892681433315995,0.06487229584297395,0.09325392527427524,0.09325392527427524,0.08109036980371728,0.07703585131353191,0.10947199923501859,0.052708740372416,0.02838162943130069,0.07298133282334593,0.04459970339204463,0.04865422188223061,0.06081777735278797,0.052708740372416,0.04054518490185864,0.04054518490185864,0.012163555470557353,0.07703585131353191,0.06487229584297395,0.07298133282334593,0.04459970339204463,0.10136296225464721,0.12163555470557655,0.10947199923501859,0.06487229584297395,0.02838162943130069,0.03649066641167266,0.10947199923501859,0.04865422188223061,0.10136296225464721,0.5317857068706253,0.41928553455445666,0.3915257513631656,1
2,0.08455514418851218,0.04580070310211059,0.07398575116494836,0.0422775720942558,0.038754441086401005,0.059893227133529195,0.08103201318065738,0.031708179070692,0.059893227133529195,0.08103201318065738,0.06693948914923878,0.04580070310211059,0.04580070310211059,0.031708179070692,0.09864766821993078,0.031708179070692,0.038754441086401005,0.04932383410996539,0.10569393023564036,0.06693948914923878,0.021138786047127614,0.04580070310211059,0.12330958527491376,0.04932383410996539,0.059893227133529195,0.11274019225134937,0.15501776434560574,0.07046262015709356,0.010569393023563807,0.028185048062837198,0.14092524031418713,0.0422775720942558,0.10569393023564036,0.07046262015709356,0.059893227133529195,0.05284696511782018,0.14092524031418713,0.07750888217280258,0.16206402636131534,0.09512453721207598,0.08807827519636698,0.13035584729062333,0.038754441086401005,0.09864766821993078,0.04580070310211059,0.063416358141384,0.11626332325920417,0.07398575116494836,0.01761565503927339,0.04580070310211059,0.014092524031418599,0.0422775720942558,0.059893227133529195,0.056370096125674396,0.031708179070692,0.04580070310211059,0.08455514418851218,0.15149463333775096,0.09512453721207598,0.08455514418851218,0.01761565503927339,0.07046262015709356,0.059893227133529195,0.07398575116494836,0.5519933766338843,0.38312801618185827,0.4018347347271372,1
3,0.049948078960383,0.05494288685642165,0.0849117342326518,0.044953271064344935,0.044953271064344935,0.06493250264849837,0.06493250264849837,0.04745067501236397,0.044953271064344935,0.07741952238859413,0.07741952238859413,0.039958463168306285,0.044953271064344935,0.062435098700479336,0.08740913818067084,0.049948078960383,0.05494288685642165,0.05993769475245972,0.1023935618687862,0.057440290804440686,0.07242471449255607,0.062435098700479336,0.1273676013489777,0.07242471449255607,0.08990654212868987,0.14484942898511213,0.0749221184405751,0.0749221184405751,0.019979231584152848,0.05494288685642165,0.1273676013489777,0.062435098700479336,0.117377985556901,0.07741952238859413,0.0424558671163259,0.08241433028463277,0.07991692633661315,0.12237279345293965,0.1523416408291698,0.09739875397274757,0.0849117342326518,0.11238317766086293,0.049948078960383,0.06992731054453644,0.022476635532172468,0.044953271064344935,0.11987538950492004,0.057440290804440686,0.014984423688114782,0.029968847376229565,0.009989615792076129,0.057440290804440686,0.07741952238859413,0.0849117342326518,0.039958463168306285,0.04745067501236397,0.0998961579207666,0.117377985556901,0.11488058160888197,0.05993769475245972,0.0249740394801915,0.08740913818067084,0.057440290804440686,0.0849117342326518,0.5391527698004278,0.3927367792628614,0.4127844847491231,1
4,0.0432126680786394,0.05617646850223173,0.06049773531009528,0.03024886765504764,0.04753393488650351,0.04753393488650351,0.06914026892582349,0.0432126680786394,0.0388914012707753,0.05617646850223173,0.0734615357336876,0.02160633403931942,0.04753393488650351,0.02592760084718353,0.09938913658087115,0.0388914012707753,0.02592760084718353,0.0432126680786394,0.08210406934941526,0.07778280254155115,0.06049773531009528,0.06481900211795939,0.14260180465951108,0.0388914012707753,0.06481900211795939,0.116674203812327,0.12963800423591934,0.05617646850223173,0.012963800423591765,0.02592760084718353,0.17285067231455875,0.06049773531009528,0.10803167019659936,0.06049773531009528,0.02160633403931942,0.05617646850223173,0.08642533615727938,0.15988687189096695,0.13828053785164698,0.13395927104378288,0.05617646850223173,0.15556560508310285,0.09506786977300757,0.09506786977300757,0.04753393488650351,0.0432126680786394,0.1209954706201911,0.02160633403931942,0.012963800423591765,0.04753393488650351,0.02592760084718353,0.0432126680786394,0.034570134462911746,0.034570134462911746,0.017285067231455873,0.05617646850223173,0.09074660296514347,0.19013573954601515,0.10371040338873525,0.06049773531009528,0.02160633403931942,0.04753393488650351,0.05185520169436762,0.05617646850223173,0.5439973591215537,0.39635785480278557,0.3901924128214316,0
5,0.12669497168126986,0.07977090809561435,0.07977090809561435,0.05161646994422091,0.14546459711553195,0.046924063585655526,0.07977090809561435,0.03284684450995881,0.10792534624700778,0.09854053352987643,0.070386095378483,0.028154438151392857,0.09384812717131105,0.07507850173704839,0.07977090809561435,0.03284684450995881,0.06100128266135225,0.070386095378483,0.1736190352669254,0.0891557208127451,0.046924063585655526,0.03284684450995881,0.070386095378483,0.018769625434262097,0.0563088763027863,0.07977090809561435,0.10792534624700778,0.04223165722708957,0.014077219075696142,0.028154438151392857,0.11731015896413853,0.0563088763027863,0.10792534624700778,0.09854053352987643,0.04223165722708957,0.09854053352987643,0.1407721907569666,0.070386095378483,0.09854053352987643,0.10323293988844182,0.10323293988844182,0.12669497168126986,0.10323293988844182,0.05161646994422091,0.03284684450995881,0.014077219075696142,0.0891557208127451,0.014077219075696142,0.046924063585655526,0.0563088763027863,0.009384812717130762,0.03753925086852419,0.06100128266135225,0.018769625434262097,0.03753925086852419,0.06100128266135225,0.07977090809561435,0.10792534624700778,0.10323293988844182,0.028154438151392857,0.009384812717130762,0.06100128266135225,0.03284684450995881,0.070386095378483,0.5418192150532508,0.38877107038514264,0.4061845846868703,0
6,0.06609064195569993,0.07710574894831648,0.022030213985233124,0.03304532097784968,0.09913596293355016,0.07710574894831648,0.044060427970466796,0.06058308845939192,0.03855287447415824,0.05507553496308336,0.05507553496308336,0.011015106992616562,0.06609064195569993,0.06058308845939192,0.10464351642985872,0.044060427970466796,0.06609064195569993,0.07710574894831648,0.11015106992616672,0.10464351642985872,0.05507553496308336,0.06058308845939192,0.08261330244462504,0.03855287447415824,0.03304532097784968,0.07159819545200848,0.12667373041509183,0.02753776748154168,0.011015106992616562,0.016522660488924562,0.22580969334864257,0.03304532097784968,0.03855287447415824,0.06609064195569993,0.02753776748154168,0.09913596293355016,0.14870394440032553,0.07159819545200848,0.09913596293355016,0.12667373041509183,0.08812085594093359,0.14319639090401695,0.10464351642985872,0.06058308845939192,0.02753776748154168,0.05507553496308336,0.08261330244462504,0.03855287447415824,0.02753776748154168,0.06058308845939192,0.0,0.03304532097784968,0.05507553496308336,0.02753776748154168,0.03304532097784968,0.06058308845939192,0.07710574894831648,0.17624171188186719,0.11015106992616672,0.10464351642985872,0.016522660488924562,0.044060427970466796,0.05507553496308336,0.022030213985233124,0.5488986878532397,0.3919951621319039,0.39346423762723465,0
7,0.033954670892557354,0.028295559077131036,0.03961378270798367,0.022636447261704717,0.05659111815426263,0.050932006338836315,0.03961378270798367,0.01131822363085208,0.03961378270798367,0.07922756541596791,0.07356845360054158,0.016977335446278396,0.04527289452341,0.08488667723139423,0.07922756541596791,0.07356845360054158,0.04527289452341,0.050932006338836315,0.13581868357023053,0.10752312449309895,0.05659111815426263,0.01131822363085208,0.06790934178511526,0.04527289452341,0.022636447261704717,0.10186401267767263,0.09620490086224631,0.04527289452341,0.016977335446278396,0.0056591118154257596,0.18109157809364107,0.05659111815426263,0.033954670892557354,0.033954670892557354,0.028295559077131036,0.07356845360054158,0.11884134812395158,0.09054578904682054,0.11318223630852527,0.13581868357023053,0.03961378270798367,0.16411424264736213,0.10752312449309895,0.10186401267767263,0.050932006338836315,0.06225022996968895,0.10186401267767263,0.06790934178511526,0.01131822363085208,0.04527289452341,0.01131822363085208,0.07356845360054158,0.10752312449309895,0.028295559077131036,0.04527289452341,0.06790934178511526,0.06790934178511526,0.11318223630852527,0.13581868357023053,0.11884134812395158,0.028295559077131036,0.09620490086224631,0.07356845360054158,0.07922756541596791,0.5494143922170753,0.40998732218039324,0.38523471178608,0
8,0.10407544244754585,0.08597536550014646,0.07240030778959694,0.04977521160534771,0.12217551939494524,0.08145034626329663,0.08145034626329663,0.0588252500790474,0.04977521160534771,0.09502540397384616,0.0588252500790474,0.04072517313164802,0.05430023084219755,0.06335026931589725,0.09955042321069602,0.03167513465794833,0.11312548092124555,0.07240030778959694,0.09955042321069602,0.1176505001580954,0.11312548092124555,0.07240030778959694,0.09955042321069602,0.06787528855274709,0.06787528855274709,0.09050038473699631,0.06787528855274709,0.04977521160534771,0.03167513465794833,0.04525019236849786,0.08145034626329663,0.1086004616843957,0.08145034626329663,0.09050038473699631,0.04525019236849786,0.04072517313164802,0.08597536550014646,0.15385065405289414,0.06335026931589725,0.07692532702644678,0.07240030778959694,0.09955042321069602,0.06787528855274709,0.03620015389479817,0.0588252500790474,0.02715011542109848,0.05430023084219755,0.05430023084219755,0.013575057710548946,0.09502540397384616,0.03167513465794833,0.03620015389479817,0.08145034626329663,0.04525019236849786,0.03167513465794833,0.06335026931589725,0.06787528855274709,0.09502540397384616,0.08145034626329663,0.06787528855274709,0.03167513465794833,0.08597536550014646,0.07692532702644678,0.09050038473699631,0.5544174467698226,0.39361371852298416,0.4081496692766089,0
9,0.10347772823498125,0.07136395050688357,0.035681975253441786,0.03211377772809766,0.08920493813360475,0.096341333184293,0.0749321480322277,0.021409185152064733,0.03211377772809766,0.0535229628801624,0.04638656782947415,0.02497738267740885,0.03211377772809766,0.04995476535481828,0.08920493813360475,0.035681975253441786,0.06779575298153945,0.08563674060826007,0.10347772823498125,0.10347772823498125,0.06779575298153945,0.08563674060826007,0.16056888864048832,0.04638656782947415,0.03925017277878591,0.14629609853911127,0.15343249358980007,0.06422755545619532,0.007136395050688245,0.035681975253441786,0.1355915059630789,0.035681975253441786,0.06422755545619532,0.08920493813360475,0.010704592576032367,0.042818370304130035,0.14272790101376714,0.1355915059630789,0.12131871586170243,0.08920493813360475,0.0749321480322277,0.18197807379255362,0.08563674060826007,0.06422755545619532,0.035681975253441786,0.05709116040550652,0.08563674060826007,0.03925017277878591,0.007136395050688245,0.035681975253441786,0.010704592576032367,0.02854558020275298,0.06065935793085121,0.042818370304130035,0.04638656782947415,0.05709116040550652,0.06065935793085121,0.10704592576032536,0.12131871586170243,0.06065935793085121,0.007136395050688245,0.06422755545619532,0.03925017277878591,0.0749321480322277,0.5394904085901064,0.3854046597301752,0.39706539645938216,0
