,SCPseDNC_AA,SCPseDNC_AC,SCPseDNC_AG,SCPseDNC_AT,SCPseDNC_CA,SCPseDNC_CC,SCPseDNC_CG,SCPseDNC_CT,SCPseDNC_GA,SCPseDNC_GC,SCPseDNC_GG,SCPseDNC_GT,SCPseDNC_TA,SCPseDNC_TC,SCPseDNC_TG,SCPseDNC_TT,SCPseDNC_lamada_1,SCPseDNC_lamada_2,SCPseDNC_lamada_3,SCPseDNC_lamada_4,SCPseDNC_lamada_5,SCPseDNC_lamada_6,SCPseDNC_lamada_7,SCPseDNC_lamada_8,SCPseDNC_lamada_9,SCPseDNC_lamada_10,SCPseDNC_lamada_11,SCPseDNC_lamada_12,SCPseDNC_lamada_13,SCPseDNC_lamada_14,SCPseDNC_lamada_15,SCPseDNC_lamada_16,SCPseDNC_lamada_17,SCPseDNC_lamada_18,essentiality_status
0,0.2789687054849509,0.25841311665974387,0.22317496438796072,0.17325424866960076,0.31714337044604934,0.270159167417005,0.2554766039704286,0.21436542632001487,0.22611147707727566,0.34063547196057137,0.21730193900933015,0.1996828628734384,0.1145239948832953,0.18793681211617722,0.2848417308635811,0.2848417308635811,-0.06679463823993799,-0.03954858369211472,-0.09124559712632535,0.011635599772777496,-0.05174271314736496,-0.08512018412961825,-0.0012357499556473013,-0.009861963270693075,-0.012308890662695299,-0.0034785263169275693,0.0016232992721971515,-0.017128385720867147,0.012385622437998468,0.009400296262262074,0.01504431979167171,0.008305949190094745,0.0009475689600029054,0.018013010113008862,0
1,0.2737586175167783,0.22982204927334476,0.24672072936697323,0.23996125732952178,0.26023967344187576,0.26699914547932724,0.2568599374231502,0.2365815213107962,0.31431544974148634,0.2872775615916812,0.21968284121716777,0.17236653695500867,0.14194891278647767,0.2365815213107962,0.2703788814980528,0.24672072936697323,-0.06128115870916274,-0.036072983163768876,-0.08286602893677145,0.013529025115151534,-0.05932954523202167,-0.08463481855014975,-0.009754530548527023,-0.004971969494611905,-0.003876600780387801,-0.0030032235560608586,0.0024124436812404788,-0.01118030201243685,0.0076957936457151006,0.0072289871697824165,0.007136818066404534,0.0016354448469990085,0.0013018945998764541,0.014278632203647907,1
2,0.20875155372082557,0.17892990318927884,0.21471588382713472,0.17594773813612444,0.22068021393344422,0.2027872236145161,0.3369846510064755,0.18787639834874306,0.2475196994118359,0.40259228217587784,0.3011986703686196,0.25348402951814536,0.10139361180725788,0.16401907792350578,0.3518954762722489,0.18787639834874306,-0.07041931753585746,-0.0419157268258829,-0.11164121762379788,0.011740366153955658,-0.05641030291518602,-0.10393950103920478,0.013277730999301698,0.008380580457912401,0.011165408333541169,0.005911701213475304,0.011464230340652633,0.006073986046328308,0.0009269897262989765,-0.0012030380915445688,0.00753851768807331,-0.0028369747291019883,-0.0038096126018762467,0.00874109004321151,1
3,0.19849032304922384,0.18595409211979913,0.2005796948707948,0.20475843851393638,0.2298309003727855,0.2799758240904843,0.3217632605219001,0.22147341308650265,0.26743959316105964,0.37817629970431077,0.265350221339489,0.20475843851393638,0.09402173197068486,0.20893718215707796,0.32803137598661225,0.2131159258002195,-0.06347841490121153,-0.038073881379510593,-0.10138116941171511,0.00817313505776231,-0.05095032267462081,-0.094403612830005,0.009679519493854843,0.0032167503547506867,0.010017354481700658,0.001411163815361974,-0.0010391181991854124,0.0034956890298391027,-0.006984436695834429,-0.006284517022012536,-0.004864292755562995,-0.00026815625689507154,-0.0016118915589562414,-0.003391713837937745,1
4,0.1622278130448737,0.17697579604895314,0.1622278130448737,0.18066279179997297,0.1954107748040524,0.26177669832240985,0.3133946388366878,0.23228073231425095,0.21384575355915167,0.44243949012238276,0.3428906048448467,0.19909777055507225,0.11060987253059569,0.12167085978365526,0.37976056235504524,0.15116682579181412,-0.0698851521732512,-0.04190643805602353,-0.10833855699524358,0.004799158744126426,-0.055879879774853945,-0.09750273653691874,0.012527668373634167,0.0008646426810524427,-0.004714435279679465,0.0006960362646848054,0.004455183086772747,-0.004595141313989642,0.006185632941274527,-0.0038047818892481934,0.01597580280859348,-0.003548027294767019,-0.0011307571578816238,0.012021402284010059,0
5,0.29105945146540324,0.259162525277414,0.259162525277414,0.23922694640992045,0.33491772497388883,0.14353616784595238,0.2432140621834192,0.1834073255809392,0.29504656723890205,0.3508661880678836,0.3269434934268916,0.1275877047519576,0.1275877047519576,0.1515103993929496,0.27112387259791,0.14752328361945086,-0.07793300217448652,-0.03928833950022059,-0.09700195855253295,0.015153047820258805,-0.06254936924754381,-0.09226866590269764,0.015244806928128934,0.0011648374122372929,0.009386921907695097,-0.004423625956124631,0.013775237476950804,3.4678281678059033e-05,0.0024348096921349934,0.00042734626964070803,-0.0025148168466695795,-0.008744826849131028,-0.004111014867803238,0.00245076456458122,0
6,0.17172278913465255,0.2432739512740912,0.1383322468029145,0.23850387379812868,0.31005503593756734,0.2051133314663906,0.2241936413702411,0.24804402875005377,0.2051133314663906,0.38637627555296855,0.34344557826930544,0.17649286661061508,0.1049417044711764,0.15264247923080243,0.40545658545681906,0.11925193689906434,-0.07814804279872731,-0.04344129676354962,-0.10246556810858685,-0.0013702018985062676,-0.06325623134103069,-0.09386472266427286,0.011766667490912536,0.0076232851570420205,-0.001027830891373106,0.007273751394731469,0.007591862221980734,-0.007988817336856087,0.0011146850726162117,-0.0034459017919374235,0.009294120326085656,-0.0025992563375804105,0.007979028853479436,0.00863081182622239,0
7,0.10773839889770073,0.13712159859707368,0.18609359809602857,0.24485999749477444,0.2938319969937293,0.15671039839665563,0.23016839764508779,0.22527119769519244,0.14691599849686465,0.3966731959415344,0.3574955963423705,0.24485999749477444,0.12242999874738705,0.21547679779540146,0.37708439614195277,0.23996279754487876,-0.0783690811208299,-0.04482527643946289,-0.1013013351331894,0.0017538983915901677,-0.06500507389723707,-0.09166374384706384,0.007818446060743422,-0.008264678382138738,-0.006767049095948456,-0.0030891820093971586,0.006664816763911649,-0.015087611137470683,0.012747140594921927,-0.001366157671411431,0.016338895515524175,-0.010846867599715843,0.008481733847827288,0.019328136316853428,0
8,0.26396650732887045,0.29074571821730677,0.21040808555199825,0.21040808555199825,0.3404785384386879,0.29839692132828854,0.23336169488494346,0.22571049177396174,0.21805928866297997,0.32135053066123376,0.23336169488494346,0.16450086688610774,0.14919846066414427,0.18745447621905298,0.26396650732887045,0.24101289799592523,-0.07756855160201767,-0.04250132015256999,-0.09268554321498251,0.009811193745028632,-0.06094976621393402,-0.09095858027318202,0.014546170036839254,0.010636694879233992,0.0016386226169269264,0.015459468128019113,0.009739440708151364,-4.141500984592161e-05,-0.002063738026899493,0.005224325214936347,0.0015649913160152198,0.011447050158750536,-0.005965744863022721,0.00409240269773282,0
9,0.20372473369485825,0.23668020532196773,0.13481783847453846,0.17376521403384956,0.30259114857618674,0.30259114857618674,0.33854257216939704,0.1797571179660515,0.17376521403384956,0.41044541935581763,0.3415385241354978,0.1827530699321523,0.06890689522031945,0.17376521403384956,0.293603292677884,0.15578950223724441,-0.07165204173744878,-0.04178750679557271,-0.10449546209793122,0.010558498385200864,-0.05102979886806635,-0.09329529912152325,0.015616699745970904,0.006930610511487144,-0.0003282476832723378,0.008400924716075923,0.010322515642137823,-0.0053121251196173195,-0.0020847673605743607,-0.0018627152985978054,0.007297450777855566,0.0017893888039430185,-0.008204432059588629,0.009549818851812365,0
