,PCPseTNC_AAA,PCPseTNC_AAC,PCPseTNC_AAG,PCPseTNC_AAT,PCPseTNC_ACA,PCPseTNC_ACC,PCPseTNC_ACG,PCPseTNC_ACT,PCPseTNC_AGA,PCPseTNC_AGC,PCPseTNC_AGG,PCPseTNC_AGT,PCPseTNC_ATA,PCPseTNC_ATC,PCPseTNC_ATG,PCPseTNC_ATT,PCPseTNC_CAA,PCPseTNC_CAC,PCPseTNC_CAG,PCPseTNC_CAT,PCPseTNC_CCA,PCPseTNC_CCC,PCPseTNC_CCG,PCPseTNC_CCT,PCPseTNC_CGA,PCPseTNC_CGC,PCPseTNC_CGG,PCPseTNC_CGT,PCPseTNC_CTA,PCPseTNC_CTC,PCPseTNC_CTG,PCPseTNC_CTT,PCPseTNC_GAA,PCPseTNC_GAC,PCPseTNC_GAG,PCPseTNC_GAT,PCPseTNC_GCA,PCPseTNC_GCC,PCPseTNC_GCG,PCPseTNC_GCT,PCPseTNC_GGA,PCPseTNC_GGC,PCPseTNC_GGG,PCPseTNC_GGT,PCPseTNC_GTA,PCPseTNC_GTC,PCPseTNC_GTG,PCPseTNC_GTT,PCPseTNC_TAA,PCPseTNC_TAC,PCPseTNC_TAG,PCPseTNC_TAT,PCPseTNC_TCA,PCPseTNC_TCC,PCPseTNC_TCG,PCPseTNC_TCT,PCPseTNC_TGA,PCPseTNC_TGC,PCPseTNC_TGG,PCPseTNC_TGT,PCPseTNC_TTA,PCPseTNC_TTC,PCPseTNC_TTG,PCPseTNC_TTT,PCPseTNC_lamada_1,PCPseTNC_lamada_2,PCPseTNC_lamada_3,essentiality_status
0,0.12725937087855446,0.09042113194002561,0.05023396218890305,0.046885031376309366,0.10381685519039978,0.08372327031483823,0.046885031376309366,0.06028075462668355,0.06697861625187035,0.07367647787705772,0.07032754706446404,0.04353610056371567,0.06028075462668355,0.04353610056371567,0.053582893001496164,0.04018716975112198,0.06362968543927723,0.1004679243778061,0.14065509412892865,0.05693182381408986,0.07367647787705772,0.07032754706446404,0.11386364762818027,0.05023396218890305,0.07032754706446404,0.09377006275261873,0.08037433950224453,0.046885031376309366,0.010046792437780495,0.023442515688154683,0.15070188656670913,0.06028075462668355,0.09042113194002561,0.06697861625187035,0.04018716975112198,0.06028075462668355,0.10381685519039978,0.11051471681558661,0.09711899356521242,0.07702540868965142,0.06362968543927723,0.1004679243778061,0.02009358487556099,0.06362968543927723,0.023442515688154683,0.046885031376309366,0.06362968543927723,0.09377006275261873,0.03683823893852886,0.03683823893852886,0.023442515688154683,0.033489308125935174,0.08037433950224453,0.04353610056371567,0.033489308125935174,0.05693182381408986,0.05693182381408986,0.1205615092533671,0.07702540868965142,0.07032754706446404,0.03683823893852886,0.1004679243778061,0.05693182381408986,0.13060830169114757,0.42702949716186067,0.4727982644585944,0.4839845787907769,0
1,0.07395035938053224,0.06285780547345252,0.1146230570398253,0.04437021562831946,0.05916028750442556,0.08874043125663891,0.05916028750442556,0.04437021562831946,0.06285780547345252,0.08874043125663891,0.07025284141150584,0.04806773359734584,0.05546276953539918,0.07764787734955918,0.07764787734955918,0.05176525156637279,0.0665553234424789,0.05176525156637279,0.08134539531858558,0.08504291328761251,0.08134539531858558,0.05176525156637279,0.10722802110177196,0.05176525156637279,0.07025284141150584,0.07764787734955918,0.08504291328761251,0.04806773359734584,0.025882625783186394,0.03697517969026612,0.1183205750088517,0.07764787734955918,0.12201809297787863,0.09983298516371863,0.06285780547345252,0.05916028750442556,0.08504291328761251,0.08504291328761251,0.07395035938053224,0.07025284141150584,0.09983298516371863,0.04806773359734584,0.025882625783186394,0.0665553234424789,0.0406726976592925,0.04437021562831946,0.05546276953539918,0.04806773359734584,0.03697517969026612,0.03697517969026612,0.01109255390707972,0.07025284141150584,0.05916028750442556,0.0665553234424789,0.0406726976592925,0.0924379492256653,0.11092553907079891,0.09983298516371863,0.05916028750442556,0.025882625783186394,0.033277661721239166,0.09983298516371863,0.04437021562831946,0.0924379492256653,0.4458149204539241,0.4872346476750907,0.49099666654197,1
2,0.0853733749805692,0.046243911447808164,0.0747017031079979,0.0426866874902846,0.03912946353276044,0.06047280727790304,0.08181615102304504,0.032015015617713305,0.06047280727790304,0.08181615102304504,0.06758725519295018,0.046243911447808164,0.046243911447808164,0.032015015617713305,0.09960227081066407,0.032015015617713305,0.03912946353276044,0.049801135405331744,0.1067167187257112,0.06758725519295018,0.021343343745142008,0.046243911447808164,0.12450283851332965,0.049801135405331744,0.06047280727790304,0.11383116664075892,0.15651785413104352,0.07114447915047432,0.010671671872570714,0.02845779166018973,0.14228895830094865,0.0426866874902846,0.1067167187257112,0.07114447915047432,0.06047280727790304,0.05335835936285531,0.14228895830094865,0.07825892706552147,0.16363230204609067,0.09604504685313991,0.08893059893809277,0.13161728642837736,0.03912946353276044,0.09960227081066407,0.046243911447808164,0.06403003123542661,0.1173883905982825,0.0747017031079979,0.017786119787618435,0.046243911447808164,0.014228895830094864,0.0426866874902846,0.06047280727790304,0.05691558332037946,0.032015015617713305,0.046243911447808164,0.0853733749805692,0.15296063017351938,0.09604504685313991,0.0853733749805692,0.017786119787618435,0.07114447915047432,0.06047280727790304,0.0747017031079979,0.4062733913288929,0.47755146828483375,0.4607758853694879,1
3,0.0476502206036072,0.05241524266396815,0.0810053750261327,0.04288519854324682,0.04288519854324682,0.061945286784690044,0.061945286784690044,0.0452677095734273,0.04288519854324682,0.07385784193559185,0.07385784193559185,0.038120176482885876,0.04288519854324682,0.05956277575450957,0.08338788605631317,0.0476502206036072,0.05241524266396815,0.0571802647243291,0.09768295223739545,0.054797753694148625,0.0690928198752309,0.05956277575450957,0.12150806253919962,0.0690928198752309,0.08577039708649364,0.13818563975046239,0.07147533090541137,0.07147533090541137,0.019060088241442653,0.05241524266396815,0.12150806253919962,0.05956277575450957,0.11197801841847772,0.07385784193559185,0.04050268751306635,0.07862286399595222,0.07624035296577232,0.11674304047883867,0.14533317284100322,0.09291793017703508,0.0810053750261327,0.10721299635811735,0.0476502206036072,0.06671030884505043,0.021442599271623126,0.04288519854324682,0.1143605294486582,0.054797753694148625,0.014295066181082275,0.02859013236216455,0.009530044120721327,0.054797753694148625,0.07385784193559185,0.0810053750261327,0.038120176482885876,0.0452677095734273,0.09530044120721498,0.11197801841847772,0.10959550738829782,0.0571802647243291,0.0238251103018036,0.08338788605631317,0.054797753694148625,0.0810053750261327,0.4388758435027542,0.4774356929523077,0.478897035725267,1
4,0.04466591936984797,0.05806569518080276,0.0625322871177875,0.03126614355889375,0.04913251130683271,0.04913251130683271,0.07146547099175699,0.04466591936984797,0.04019932743286323,0.05806569518080276,0.07593206292874172,0.022332959684923697,0.04913251130683271,0.02679955162190901,0.10273161455065073,0.04019932743286323,0.02679955162190901,0.04466591936984797,0.08486524680271178,0.08039865486572703,0.0625322871177875,0.06699887905477225,0.14739753392049929,0.04019932743286323,0.06699887905477225,0.12059798229859026,0.13399775810954506,0.05806569518080276,0.01339977581095422,0.02679955162190901,0.17866367747939302,0.0625322871177875,0.11166479842462079,0.0625322871177875,0.022332959684923697,0.05806569518080276,0.08933183873969651,0.16526390166843882,0.14293094198351455,0.13846435004652982,0.05806569518080276,0.16079730973145406,0.098265022613666,0.098265022613666,0.04913251130683271,0.04466591936984797,0.125064574235575,0.022332959684923697,0.01339977581095422,0.04913251130683271,0.02679955162190901,0.04466591936984797,0.03573273549587849,0.03573273549587849,0.017866367747938962,0.05806569518080276,0.09379843067668125,0.19653004522733256,0.10719820648763605,0.0625322871177875,0.022332959684923697,0.04913251130683271,0.05359910324381802,0.05806569518080276,0.42301318698918133,0.44827538518815596,0.44541727323715186,0
5,0.1233002447015304,0.07763348740466718,0.07763348740466718,0.05023343302654925,0.1415669476202757,0.04566675729686265,0.07763348740466718,0.031966730107803966,0.10503354178278512,0.09590019032341246,0.06850013594529454,0.027400054378117364,0.09133351459372586,0.07306681167498058,0.07763348740466718,0.031966730107803966,0.0593667844859219,0.06850013594529454,0.16896700199839362,0.08676683886403982,0.04566675729686265,0.031966730107803966,0.06850013594529454,0.01826670291874472,0.0548001087562353,0.07763348740466718,0.10503354178278512,0.041100081567176615,0.013700027189058682,0.027400054378117364,0.11416689324215776,0.0548001087562353,0.10503354178278512,0.09590019032341246,0.041100081567176615,0.09590019032341246,0.13700027189058908,0.06850013594529454,0.09590019032341246,0.1004668660530985,0.1004668660530985,0.1233002447015304,0.1004668660530985,0.05023343302654925,0.031966730107803966,0.013700027189058682,0.08676683886403982,0.013700027189058682,0.04566675729686265,0.0548001087562353,0.009133351459372076,0.036533405837490006,0.0593667844859219,0.01826670291874472,0.036533405837490006,0.0593667844859219,0.07763348740466718,0.10503354178278512,0.1004668660530985,0.027400054378117364,0.009133351459372076,0.0593667844859219,0.031966730107803966,0.06850013594529454,0.41216662204840043,0.47839614633221444,0.4812363799008757,0
6,0.06914364026323233,0.08066758030710468,0.02304788008774411,0.03457182013161588,0.10371546039484877,0.08066758030710468,0.04609576017548822,0.06338167024129644,0.04033379015355234,0.05761970021936056,0.05761970021936056,0.011523940043871769,0.06914364026323233,0.06338167024129644,0.10947743041678525,0.04609576017548822,0.06914364026323233,0.08066758030710468,0.11523940043872112,0.10947743041678525,0.05761970021936056,0.06338167024129644,0.08642955032904057,0.04033379015355234,0.03457182013161588,0.07490561028516879,0.13252531050452934,0.028809850109679996,0.011523940043871769,0.017285910065807653,0.2362407708993787,0.03457182013161588,0.04033379015355234,0.06914364026323233,0.028809850109679996,0.10371546039484877,0.15557319059227345,0.07490561028516879,0.10371546039484877,0.13252531050452934,0.09219152035097701,0.14981122057033758,0.10947743041678525,0.06338167024129644,0.028809850109679996,0.05761970021936056,0.08642955032904057,0.04033379015355234,0.028809850109679996,0.06338167024129644,0.0,0.03457182013161588,0.05761970021936056,0.028809850109679996,0.03457182013161588,0.06338167024129644,0.08066758030710468,0.18438304070195402,0.11523940043872112,0.10947743041678525,0.017285910065807653,0.04609576017548822,0.05761970021936056,0.02304788008774411,0.41527364353223545,0.45021128207577876,0.44467489455019454,0
7,0.03370683744619709,0.02808903120516433,0.03932464368722984,0.02247122496413102,0.05617806241032866,0.05056025616929535,0.03932464368722984,0.01123561248206551,0.03932464368722984,0.07864928737445968,0.07303148113342692,0.016853418723098264,0.044942449928262594,0.08426709361549299,0.07864928737445968,0.07303148113342692,0.044942449928262594,0.05056025616929535,0.13482734978478889,0.10673831857962457,0.05617806241032866,0.01123561248206551,0.06741367489239418,0.044942449928262594,0.02247122496413102,0.10112051233859126,0.0955027060975585,0.044942449928262594,0.016853418723098264,0.005617806241032755,0.1797697997130515,0.05617806241032866,0.03370683744619709,0.03370683744619709,0.02808903120516433,0.07303148113342692,0.11797393106169009,0.08988489985652574,0.11235612482065732,0.13482734978478889,0.03932464368722984,0.16291638098995323,0.10673831857962457,0.10112051233859126,0.05056025616929535,0.06179586865136142,0.10112051233859126,0.06741367489239418,0.01123561248206551,0.044942449928262594,0.01123561248206551,0.07303148113342692,0.10673831857962457,0.02808903120516433,0.044942449928262594,0.06741367489239418,0.06741367489239418,0.11235612482065732,0.13482734978478889,0.11797393106169009,0.02808903120516433,0.0955027060975585,0.07303148113342692,0.07864928737445968,0.42959566784866765,0.46472151590544486,0.4726351344076933,0
8,0.103756000644948,0.08571147879365254,0.07217808740518125,0.04962243509106221,0.12180052249624346,0.08120034833082898,0.08120034833082898,0.05864469601670995,0.04962243509106221,0.09473373971930027,0.05864469601670995,0.04060017416541449,0.054133565553885786,0.06315582647953351,0.09924487018212443,0.031577913239766754,0.11277826157059573,0.07217808740518125,0.09924487018212443,0.1172893920334199,0.11277826157059573,0.07217808740518125,0.09924487018212443,0.06766695694235708,0.06766695694235708,0.09022260925647671,0.06766695694235708,0.04962243509106221,0.031577913239766754,0.04511130462823806,0.08120034833082898,0.10826713110777217,0.08120034833082898,0.09022260925647671,0.04511130462823806,0.04060017416541449,0.08571147879365254,0.15337843573601023,0.06315582647953351,0.07668921786800481,0.07217808740518125,0.09924487018212443,0.06766695694235708,0.03608904370259033,0.05864469601670995,0.027066782776942598,0.054133565553885786,0.054133565553885786,0.013533391388471299,0.09473373971930027,0.031577913239766754,0.03608904370259033,0.08120034833082898,0.04511130462823806,0.031577913239766754,0.06315582647953351,0.06766695694235708,0.09473373971930027,0.08120034833082898,0.06766695694235708,0.031577913239766754,0.08571147879365254,0.07668921786800481,0.09022260925647671,0.4280226982611388,0.45564487754041755,0.49026065866924246,0
9,0.10524574821474532,0.072583274630859,0.036291637315429205,0.03266247358388634,0.09072909328857387,0.09798742075165959,0.07621243836240185,0.021774982389257173,0.03266247358388634,0.05443745597314409,0.047179128510058364,0.025404146120800615,0.03266247358388634,0.05080829224160123,0.09072909328857387,0.036291637315429205,0.06895411089931612,0.08709992955703043,0.10524574821474532,0.10524574821474532,0.06895411089931612,0.08709992955703043,0.16331236791943285,0.047179128510058364,0.039920801046972064,0.14879571299326083,0.15605404045634713,0.06532494716777268,0.007258327463085725,0.036291637315429205,0.13790822179863224,0.036291637315429205,0.06532494716777268,0.09072909328857387,0.010887491194628587,0.04354996477851493,0.145166549261718,0.13790822179863224,0.12339156687246021,0.09072909328857387,0.07621243836240185,0.1850873503086906,0.08709992955703043,0.06532494716777268,0.036291637315429205,0.058066619704686954,0.08709992955703043,0.039920801046972064,0.007258327463085725,0.036291637315429205,0.010887491194628587,0.029033309852343477,0.06169578343622982,0.04354996477851493,0.047179128510058364,0.058066619704686954,0.06169578343622982,0.10887491194628818,0.12339156687246021,0.06169578343622982,0.007258327463085725,0.06532494716777268,0.039920801046972064,0.07621243836240185,0.4151812736894329,0.4548382964450584,0.451789539453648,0
