,SCPseTNC_AAA,SCPseTNC_AAC,SCPseTNC_AAG,SCPseTNC_AAT,SCPseTNC_ACA,SCPseTNC_ACC,SCPseTNC_ACG,SCPseTNC_ACT,SCPseTNC_AGA,SCPseTNC_AGC,SCPseTNC_AGG,SCPseTNC_AGT,SCPseTNC_ATA,SCPseTNC_ATC,SCPseTNC_ATG,SCPseTNC_ATT,SCPseTNC_CAA,SCPseTNC_CAC,SCPseTNC_CAG,SCPseTNC_CAT,SCPseTNC_CCA,SCPseTNC_CCC,SCPseTNC_CCG,SCPseTNC_CCT,SCPseTNC_CGA,SCPseTNC_CGC,SCPseTNC_CGG,SCPseTNC_CGT,SCPseTNC_CTA,SCPseTNC_CTC,SCPseTNC_CTG,SCPseTNC_CTT,SCPseTNC_GAA,SCPseTNC_GAC,SCPseTNC_GAG,SCPseTNC_GAT,SCPseTNC_GCA,SCPseTNC_GCC,SCPseTNC_GCG,SCPseTNC_GCT,SCPseTNC_GGA,SCPseTNC_GGC,SCPseTNC_GGG,SCPseTNC_GGT,SCPseTNC_GTA,SCPseTNC_GTC,SCPseTNC_GTG,SCPseTNC_GTT,SCPseTNC_TAA,SCPseTNC_TAC,SCPseTNC_TAG,SCPseTNC_TAT,SCPseTNC_TCA,SCPseTNC_TCC,SCPseTNC_TCG,SCPseTNC_TCT,SCPseTNC_TGA,SCPseTNC_TGC,SCPseTNC_TGG,SCPseTNC_TGT,SCPseTNC_TTA,SCPseTNC_TTC,SCPseTNC_TTG,SCPseTNC_TTT,SCPseTNC_lamada_1,SCPseTNC_lamada_2,SCPseTNC_lamada_3,SCPseTNC_lamada_4,SCPseTNC_lamada_5,SCPseTNC_lamada_6,essentiality_status
0,0.21094326410631095,0.14988074028606296,0.08326707793670174,0.07771593940758774,0.17208529440251671,0.1387784632278365,0.07771593940758774,0.09992049352404224,0.11102277058226873,0.12212504764049599,0.11657390911138198,0.07216480087847449,0.09992049352404224,0.07216480087847449,0.08881821646581498,0.06661366234936124,0.10547163205315548,0.16653415587340348,0.2331478182227647,0.09436935499492824,0.12212504764049599,0.11657390911138198,0.18873870998985723,0.08326707793670174,0.11657390911138198,0.15543187881517623,0.13322732469872248,0.07771593940758774,0.01665341558733975,0.038857969703793495,0.2498012338101052,0.09992049352404224,0.14988074028606296,0.11102277058226873,0.06661366234936124,0.09992049352404224,0.17208529440251671,0.183187571460744,0.1609830173442902,0.1276761861696092,0.10547163205315548,0.16653415587340348,0.033306831174680245,0.10547163205315548,0.038857969703793495,0.07771593940758774,0.10547163205315548,0.15543187881517623,0.061062523820247995,0.061062523820247995,0.038857969703793495,0.05551138529113399,0.13322732469872248,0.07216480087847449,0.05551138529113399,0.09436935499492824,0.09436935499492824,0.19984098704808448,0.1276761861696092,0.11657390911138198,0.061062523820247995,0.16653415587340348,0.09436935499492824,0.21649440263542497,0.058127576966441906,0.07003565328086273,0.04844221179250649,0.004094022009288581,0.011601978095534688,0.021279406919692073,0
1,0.1297987507501077,0.1103289381375916,0.20118806366266714,0.0778792504500643,0.10383900060008601,0.15575850090012938,0.10383900060008601,0.0778792504500643,0.1103289381375916,0.15575850090012938,0.12330881321260283,0.08436918798756993,0.09734906306258115,0.1362886882876133,0.1362886882876133,0.09085912552507554,0.11681887567509722,0.09085912552507554,0.1427786258251189,0.14926856336262379,0.1427786258251189,0.09085912552507554,0.18820818858765667,0.09085912552507554,0.12330881321260283,0.1362886882876133,0.14926856336262379,0.08436918798756993,0.04542956276253777,0.06489937537505384,0.20767800120017274,0.1362886882876133,0.21416793873767836,0.17522831351264545,0.1103289381375916,0.10383900060008601,0.14926856336262379,0.14926856336262379,0.1297987507501077,0.12330881321260283,0.17522831351264545,0.08436918798756993,0.04542956276253777,0.11681887567509722,0.07138931291255945,0.0778792504500643,0.09734906306258115,0.08436918798756993,0.06489937537505384,0.06489937537505384,0.019469812612516076,0.12330881321260283,0.10383900060008601,0.11681887567509722,0.07138931291255945,0.16224843843763498,0.1946981261251623,0.17522831351264545,0.10383900060008601,0.04542956276253777,0.05840943783754823,0.17522831351264545,0.0778792504500643,0.16224843843763498,0.018427363131994424,0.05199402672594802,0.0344724130297952,-0.03614337437954294,0.0006479096497532242,-0.008224550448308651,1
2,0.13542440407486833,0.0733548855405536,0.11849635356550971,0.0677122020374338,0.06206951853431475,0.09592561955303201,0.12978172057174855,0.05078415152807518,0.09592561955303201,0.12978172057174855,0.10721098655927086,0.0733548855405536,0.0733548855405536,0.05078415152807518,0.15799513808734675,0.05078415152807518,0.06206951853431475,0.07899756904367337,0.1692805050935856,0.10721098655927086,0.03385610101871655,0.0733548855405536,0.19749392260918308,0.07899756904367337,0.09592561955303201,0.18056587209982447,0.248278074137259,0.11285367006238993,0.016928050509357917,0.04514146802495612,0.22570734012478058,0.0677122020374338,0.1692805050935856,0.11285367006238993,0.09592561955303201,0.08464025254679244,0.22570734012478058,0.1241390370686295,0.25956344114349783,0.15235245458422697,0.1410670875779881,0.20877928961542264,0.06206951853431475,0.15799513808734675,0.0733548855405536,0.10156830305615108,0.18620855560294422,0.11849635356550971,0.028213417515597482,0.0733548855405536,0.022570734012477698,0.0677122020374338,0.09592561955303201,0.09028293604991224,0.05078415152807518,0.0733548855405536,0.13542440407486833,0.2426353906341392,0.15235245458422697,0.13542440407486833,0.028213417515597482,0.11285367006238993,0.09592561955303201,0.11849635356550971,0.03781509510206028,0.053124279551721235,0.02084589445508519,-0.04612887408694022,0.014072762373843726,-0.012502570962366743,1
3,0.08040732998921922,0.08844806298814145,0.13669246098167326,0.07236659699029775,0.07236659699029775,0.10452952898598515,0.10452952898598515,0.07638696348975847,0.07236659699029775,0.1246313614832903,0.1246313614832903,0.06432586399137552,0.07236659699029775,0.1005091624865244,0.140712827481134,0.08040732998921922,0.08844806298814145,0.09648879598706366,0.1648350264778999,0.09246842948760217,0.1165906284843681,0.1005091624865244,0.20503869147251025,0.1165906284843681,0.1447331939805955,0.23318125696873693,0.12061099498382959,0.12061099498382959,0.0321629319956874,0.08844806298814145,0.20503869147251025,0.1005091624865244,0.18895722547466584,0.1246313614832903,0.06834623049083627,0.13267209448221254,0.12865172798275104,0.19699795847358806,0.24524235646711992,0.15679429347897844,0.13669246098167326,0.18091649247574434,0.08040732998921922,0.11257026198490735,0.036183298495148876,0.07236659699029775,0.1929775919741273,0.09246842948760217,0.024122198996765914,0.04824439799353183,0.0160814659978437,0.09246842948760217,0.1246313614832903,0.13669246098167326,0.06432586399137552,0.07638696348975847,0.1608146599784392,0.18895722547466584,0.1849368589752051,0.09648879598706366,0.04020366499460961,0.140712827481134,0.09246842948760217,0.13669246098167326,0.018354240064105267,0.036880551128183094,0.016757416780640893,-0.028522965014811302,0.0032410124098178656,-0.017068454593676206,1
4,0.06861054604324379,0.08919370985621651,0.09605476446054144,0.04802738223027037,0.07547160064756803,0.07547160064756803,0.10977687366918992,0.06861054604324379,0.06174949143891955,0.08919370985621651,0.11663792827351417,0.034305273021621896,0.07547160064756803,0.04116632762594613,0.15780425589946098,0.06174949143891955,0.04116632762594613,0.06861054604324379,0.13036003748216332,0.1234989828778391,0.09605476446054144,0.10291581906486569,0.22641480194270477,0.06174949143891955,0.10291581906486569,0.18524847431675864,0.20583163812973138,0.08919370985621651,0.020583163812972722,0.04116632762594613,0.27444218417297583,0.09605476446054144,0.17152636510810945,0.09605476446054144,0.034305273021621896,0.08919370985621651,0.13722109208648758,0.25385902036000246,0.2195537473383805,0.2126926927340556,0.08919370985621651,0.2469979657556782,0.15094320129513605,0.15094320129513605,0.07547160064756803,0.06861054604324379,0.19210952892108288,0.034305273021621896,0.020583163812972722,0.07547160064756803,0.04116632762594613,0.06861054604324379,0.054888436834594614,0.054888436834594614,0.027444218417296964,0.08919370985621651,0.14408214669081182,0.3018864025902728,0.16466531050378522,0.09605476446054144,0.034305273021621896,0.07547160064756803,0.08233265525189226,0.08919370985621651,0.03485491630741428,0.03418026246013141,0.03567636308692715,-0.005980268940638447,0.03542089433941529,-0.001393039403948816,0
5,0.20219538480028604,0.12730820524462416,0.12730820524462416,0.08237589751122719,0.2321502566225502,0.07488717955566114,0.12730820524462416,0.052421025688963015,0.17224051297802115,0.15726307706688905,0.11233076933349206,0.044932307733396265,0.149774359111323,0.11981948728905811,0.12730820524462416,0.052421025688963015,0.09735333342235927,0.11233076933349206,0.2770825643559472,0.14228564115575626,0.07488717955566114,0.052421025688963015,0.11233076933349206,0.029954871822264178,0.08986461546679324,0.12730820524462416,0.17224051297802115,0.0673984616000951,0.022466153866698133,0.044932307733396265,0.18721794888915322,0.08986461546679324,0.17224051297802115,0.15726307706688905,0.0673984616000951,0.15726307706688905,0.22466153866698413,0.11233076933349206,0.15726307706688905,0.1647517950224551,0.1647517950224551,0.20219538480028604,0.1647517950224551,0.08237589751122719,0.052421025688963015,0.022466153866698133,0.14228564115575626,0.022466153866698133,0.07488717955566114,0.08986461546679324,0.014977435911132089,0.05990974364452906,0.09735333342235927,0.029954871822264178,0.05990974364452906,0.09735333342235927,0.12730820524462416,0.17224051297802115,0.1647517950224551,0.044932307733396265,0.014977435911132089,0.09735333342235927,0.052421025688963015,0.11233076933349206,0.04477583247105358,0.05370860904160157,0.015695750017022055,-0.025730144751954277,-0.004543766744059368,-0.009565247334212525,0
6,0.10561529082884871,0.1232178393003235,0.03520509694294957,0.052807645414424356,0.15842293624327305,0.1232178393003235,0.07041019388589914,0.09681401659311098,0.0616089196501614,0.08801274235737393,0.08801274235737393,0.017602548471474785,0.10561529082884871,0.09681401659311098,0.16722421047901082,0.07041019388589914,0.10561529082884871,0.1232178393003235,0.17602548471474785,0.16722421047901082,0.08801274235737393,0.09681401659311098,0.13201911353606055,0.0616089196501614,0.052807645414424356,0.11441656506458575,0.20242930742196039,0.044006371178686624,0.017602548471474785,0.026403822707211835,0.36085224366523344,0.052807645414424356,0.0616089196501614,0.10561529082884871,0.044006371178686624,0.15842293624327305,0.23763440436490996,0.11441656506458575,0.15842293624327305,0.20242930742196039,0.14082038777179828,0.22883313012917222,0.16722421047901082,0.09681401659311098,0.044006371178686624,0.08801274235737393,0.13201911353606055,0.0616089196501614,0.044006371178686624,0.09681401659311098,0.0,0.052807645414424356,0.08801274235737393,0.044006371178686624,0.052807645414424356,0.09681401659311098,0.1232178393003235,0.28164077554359657,0.17602548471474785,0.16722421047901082,0.026403822707211835,0.07041019388589914,0.08801274235737393,0.03520509694294957,0.034902239491988306,0.030774117276296874,0.026809083500126278,-0.013971000021253356,0.018904465664763392,0.003058483500513662,0
7,0.054881805482855664,0.04573483790237915,0.06402877306333149,0.036587870321903325,0.09146967580475898,0.08232270822428316,0.06402877306333149,0.018293935160951662,0.06402877306333149,0.12805754612666298,0.11891057854618717,0.027440902741427492,0.07317574064380733,0.13720451370713882,0.12805754612666298,0.11891057854618717,0.07317574064380733,0.08232270822428316,0.21952722193142266,0.17379238402904285,0.09146967580475898,0.018293935160951662,0.10976361096571133,0.07317574064380733,0.036587870321903325,0.164645416448567,0.1554984488680912,0.07317574064380733,0.027440902741427492,0.009146967580475831,0.2927029625752307,0.09146967580475898,0.054881805482855664,0.054881805482855664,0.04573483790237915,0.11891057854618717,0.1920863191899952,0.14635148128761535,0.18293935160951866,0.21952722193142266,0.06402877306333149,0.2652620598338025,0.17379238402904285,0.164645416448567,0.08232270822428316,0.10061664338523552,0.164645416448567,0.10976361096571133,0.018293935160951662,0.07317574064380733,0.018293935160951662,0.11891057854618717,0.17379238402904285,0.04573483790237915,0.07317574064380733,0.10976361096571133,0.10976361096571133,0.18293935160951866,0.21952722193142266,0.1920863191899952,0.04573483790237915,0.1554984488680912,0.11891057854618717,0.12805754612666298,0.022725712904958742,0.02847751785402803,0.02188873594065531,-0.027776350510556012,0.0002126759610080126,-0.019027785259669236,0
8,0.17016775465480447,0.14057336254092523,0.11837756845551618,0.08138457831316676,0.19976214676868367,0.1331747645124558,0.1331747645124558,0.09618177437010637,0.08138457831316676,0.15537055859786483,0.09618177437010637,0.0665873822562279,0.08878317634163695,0.10358037239857656,0.1627691566263343,0.05179018619928828,0.1849649507117441,0.11837756845551618,0.1627691566263343,0.1923635487402135,0.1849649507117441,0.11837756845551618,0.1627691566263343,0.11097897042704599,0.11097897042704599,0.14797196056939466,0.11097897042704599,0.08138457831316676,0.05179018619928828,0.07398598028469733,0.1331747645124558,0.1775663526832739,0.1331747645124558,0.14797196056939466,0.07398598028469733,0.0665873822562279,0.14057336254092523,0.25155233296797197,0.10358037239857656,0.12577616648398562,0.11837756845551618,0.1627691566263343,0.11097897042704599,0.05918878422775771,0.09618177437010637,0.0443915881708181,0.08878317634163695,0.08878317634163695,0.02219579408540905,0.15537055859786483,0.05179018619928828,0.05918878422775771,0.1331747645124558,0.07398598028469733,0.05179018619928828,0.10358037239857656,0.11097897042704599,0.15537055859786483,0.1331747645124558,0.11097897042704599,0.05179018619928828,0.14057336254092523,0.12577616648398562,0.14797196056939466,0.05392678598453929,0.037808948274540954,0.0564912889072382,-0.00999562221235761,0.004615557035882157,-0.015990188298982928,0
9,0.16252726831472983,0.11208777125153808,0.05604388562576869,0.05043949706319175,0.1401097140644228,0.15131849118957666,0.11769215981411503,0.03362633137546093,0.05043949706319175,0.08406582843865339,0.07285705131349951,0.039230719938037874,0.05043949706319175,0.07846143987607646,0.1401097140644228,0.05604388562576869,0.10648338268896115,0.13450532550184585,0.16252726831472983,0.16252726831472983,0.10648338268896115,0.13450532550184585,0.25219748531596087,0.07285705131349951,0.06164827418834563,0.2297799310656531,0.24098870819080698,0.10087899412638421,0.011208777125153176,0.05604388562576869,0.2129667653779223,0.05604388562576869,0.10087899412638421,0.1401097140644228,0.016813165687730114,0.06725266275092256,0.22417554250307617,0.2129667653779223,0.19054921112761453,0.1401097140644228,0.11769215981411503,0.2858238166914225,0.13450532550184585,0.10087899412638421,0.05604388562576869,0.08967021700123033,0.13450532550184585,0.06164827418834563,0.011208777125153176,0.05604388562576869,0.016813165687730114,0.04483510850061481,0.09527460556380726,0.06725266275092256,0.07285705131349951,0.08967021700123033,0.09527460556380726,0.16813165687730677,0.19054921112761453,0.09527460556380726,0.011208777125153176,0.10087899412638421,0.06164827418834563,0.11769215981411503,0.048213892985770355,0.044725741559277755,0.030616565520837805,-0.0016239112245680126,0.03418628243894655,6.458369308686979e-05,0
