,TCC_Dnase I.lag1,TCC_Dnase I.lag2,TCC_Dnase I.lag3,TCC_Bendability (DNAse).lag1,TCC_Bendability (DNAse).lag2,TCC_Bendability (DNAse).lag3,essentiality_status
0,0.540500693738393,0.4463637916758026,0.0871022705793701,0.6771994319266699,0.03537380757549481,0.20293147401239148,0
1,0.24583738738755043,0.4602063511069365,0.00829230836225858,0.6942785243990315,-0.4832557666346002,-0.11021127690956169,1
2,0.42303539988026595,0.21526134638897523,0.1327125100673574,0.6380271301425929,-0.5694689414107988,-0.16036676351738705,1
3,0.2975276112299774,0.26668170122342505,0.017274057351029215,0.6795886084012466,-0.5275424062910797,-0.3160982926668082,1
4,0.47105666110190625,0.4847229528972139,0.4821849953711942,0.5282408343000191,-0.15889038311875822,-0.07976451802277051,0
5,0.5702171028539234,0.1836347588514089,-0.08558248233358075,0.6917382432467551,-0.36456378925635874,-0.1496589992784391,0
6,0.5904730946237113,0.434425256788885,0.28156358283881305,0.471227941130918,-0.3963110317563556,-0.06496124393904891,0
7,0.23166644496835231,0.21658009925006197,-0.20734392368644997,0.4512986559103263,-0.6507114538062035,-0.47889074250168623,0
8,0.5998567638580453,0.63011715450111,0.024806510576559696,0.4405635836778568,-0.11663990945238123,-0.18656830317622827,0
9,0.5849750634548087,0.33362469706742387,0.3841940505712397,0.6311367989813182,-0.023663470839300534,0.0002219635753254301,0
10,0.546838440613179,0.3424990557786821,-0.5697024935969277,0.3856511885301814,-0.2420265813754482,-0.22759059765480744,0
11,0.26768760844210004,0.3580161428580611,0.6043159420088776,0.5766500386871208,-0.3073108950197529,0.08946940626721803,1
12,0.391373512981619,0.27549474159764314,0.1804455909261848,0.5811454579230101,-0.446371419736669,0.44876644458058546,1
13,0.3434803950698474,0.41714755689023164,0.35274329449804276,0.3412270652770145,-0.6680194516582008,0.14455242750833464,0
14,0.3922419131933368,0.6410998337643223,-0.0934261580517808,0.4539079729493256,-0.46796866764486916,0.03717143889053978,0
15,0.6344658218230048,0.4674879309609467,0.26633147306187516,0.4421971885057434,-0.33362773243743243,-0.03361375354341022,0
16,0.5926255460231256,0.4278961925496766,0.047358410172353524,0.6220409324188875,-0.22997091882793463,-0.153738240126216,0
17,0.7268134918875793,0.39285355940220124,0.2216338952038284,0.5076151777477831,-0.04466002593288757,-0.09283834754961776,1
18,0.6089848358087517,-0.006382226759141303,0.308119209674481,0.5303071346655235,-0.5026905784648539,-0.015356262946076355,0
19,0.5423042192051647,0.537330259078973,0.30712656075300543,0.508896428915864,-0.2269947194674504,0.11114595881544806,1
20,0.44995624470003803,0.7565793712593806,0.12439379598138949,0.3838837957960565,-0.24415305958730998,-0.051727470273612706,0
21,0.41096411130484667,0.35934441182335003,0.05319119551797338,0.7724916946043268,-0.20325963002290426,-0.2471697679741695,1
22,0.056385009770920536,0.8014866579639447,-0.03326453778270866,0.021890533060427788,-0.47610761066684226,0.35521217030454255,0
23,0.3632881488490851,0.43493600115424375,-0.45610551339800953,0.4397752873473962,-0.5049901913928576,-0.14967551466161286,1
24,0.48055058105153686,0.3489059513882614,0.44203197061388594,0.4490969601816914,-0.46658771965674684,0.18041988059293415,0
25,0.5558171773732726,0.29881258145462786,0.23700780255239337,0.7088392691567472,-0.20656027571065566,0.022030683833728578,0
26,0.5957314097775666,0.3305079712447348,0.3625567839476554,0.6294060521855364,-0.08604652485515073,0.02941366679327273,0
27,0.5900627093645707,0.40109746172274147,0.3361788539259473,0.5351862289444153,-0.2927411446072836,-0.07621631053932024,0
28,0.49822379901689956,0.29689337971021684,0.14380017539363263,0.7253255429386162,-0.3418329443239331,-0.0014041616025624332,0
29,0.46920231923273337,0.4869758500769396,0.33232465693270397,0.5625310209791959,-0.33994010622479903,0.016235827019357583,0
30,0.4129167221635992,0.31135640868750514,0.16039521153364977,0.6777565210660725,-0.4951295023699822,-0.04819976638151113,0
31,0.15687845547678697,0.36613926599304186,0.6260488023452037,0.3516800219573805,-0.45999846243768844,-0.3378115775080084,0
32,0.5147859520836285,0.38705188013298203,0.16798872140192786,0.6244845107799062,-0.3213528091190614,-0.2524233011666925,1
33,0.5554699194326799,-0.027317504503116465,-0.10862174575825882,0.781950439042104,-0.20567454408753694,-0.158618194725092,0
34,0.5475625926852599,0.29144489460551115,0.26196617235833747,0.6220396099650662,-0.2239074281205427,-0.33096977551893286,0
35,0.582504950062636,0.2592729831005968,0.13262851007276902,0.5226748059369117,-0.48258557526653634,-0.2641919595407834,0
36,0.43555547740781775,0.5563386062620154,0.2965664063005772,0.5252272871159502,-0.19547440191442858,-0.3142502235503784,0
37,0.36860743058793966,0.8238783767081101,0.22111339758525955,0.2607409364817255,-0.2614417722957645,0.011145028396189593,0
38,0.6036645228869355,0.2791049893744543,0.14748164267903488,0.4650678272206739,-0.5206813215948547,-0.22032156320511365,0
39,0.6756479788297838,0.3899825567752165,0.2716269333813398,0.46848213405790884,-0.3074932867121281,0.06003825340282954,0
40,0.4000412759647471,0.7335186687111002,0.13690702873499008,0.5006836984059515,-0.11141888785501204,-0.14168793611115785,0
41,0.4041688479805045,0.836425868590271,0.08784393460561762,0.34105466670504136,-0.11088345254543334,-0.026633176649516865,0
42,0.3846564648381824,0.2310648075928437,0.05102552805774981,0.6445052200263061,-0.6030440234541934,-0.13036786939933834,0
43,0.3904261821739662,0.5287036600636403,0.45662335660677206,0.11971689566975444,-0.555057873481015,-0.1926488211421678,1
44,0.6472609485900608,0.20337326715944334,-0.019926761214748626,0.7334514992147528,-0.036529960808927564,0.0031564355859786254,0
45,0.6200584095269845,0.6067248367283221,0.006352663331508046,0.45892315984270315,-0.1876970037000317,-0.039135062315942916,0
46,0.6546278722762175,0.4028780171117519,-0.05334491252822171,0.49123237972974176,-0.3314409333731497,-0.23482680695432034,0
47,0.6048322981204514,0.39476817924253615,0.11435247737814147,0.5276770057946127,-0.40053374574202216,-0.16244747705903353,0
48,0.39007449600028815,0.05997869455824209,-0.3286822043923857,0.4640424690274631,-0.5775592577638632,-0.43278440706097965,0
49,0.716630718656578,0.3077478257042671,-0.16682613537857624,0.5269620792532731,-0.24151713970056748,-0.1669765482534164,0
50,0.3825998285696157,0.05676395837048112,0.04795495873842354,0.7129475589751737,-0.3866493481505373,-0.4362380151558515,0
51,0.32533172704335733,0.5847963212643701,0.0036391112440112682,0.7025956315705346,0.050519984186165934,0.23657218048585305,1
52,0.620232278461679,0.35988214540963037,-0.028751882484028945,0.6358420533737489,-0.2339418050498237,-0.16107826183164892,0
53,0.6394287993741372,0.24848465585009627,0.1027953432073317,0.4203068174585579,-0.5797260679561623,-0.07796902643255892,0
54,0.19784289554205853,0.34467615725572526,0.7233120262801023,0.34648715238820166,-0.4411890235177638,0.0646153750967242,1
55,0.6030246619087937,0.22619525690824677,0.20597441360714983,0.5189486665932435,-0.5123910798693498,0.10449481581688344,1
56,0.5888050344878005,0.6235292019747823,0.08725210348795376,0.4735449142825381,-0.09920869765295871,-0.15106251868212017,0
57,0.6816514376647503,0.47991360431641406,0.22668620946711682,0.46955854162543337,-0.17764546337965295,-0.04005593197345926,0
58,0.7018948127665271,0.27340893841375813,-0.0093001406280055,0.6251068343334775,-0.0915122692166729,-0.18267917736730835,1
59,0.3721873081901662,0.6372554267516948,0.32620612068752136,0.37806913281210514,-0.42342326081632836,-0.1635486732995481,0
60,0.5925318779472375,0.09929222071992984,0.49985134406166654,0.5837753984323432,-0.14313814106380757,0.16707309513660962,0
